scope,documents,N_tokens,V_lemmas,TTR,RTTR,CTTR,Herdan_C,Maas_a2,Hapax,HapaxShare
Latvian Communist Leaflet Corpus (1934–1940),266,156714,12461,0.07951427441070996,31.477410526151235,22.25789043723435,0.7883480106709184,0.017693432872410993,5772,0.4632052002247011
